Установка;Имя тега;Описание тега;Измеряемы параметер;Ед. Изм.;Дата/Время значения тега;Значение тега
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:38:45.741062+03;47.40368
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:39:51.728286+03;47.457085
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:40:47.866013+03;47.043186
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:41:50.565229+03;46.16198
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:42:49.946373+03;45.76143
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:43:49.967358+03;46.869617
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-02 12:44:50.967998+03;47.096592
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 10:54:19.083806+03;48.24484
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 10:55:11.003023+03;47.83093
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 10:56:17.276905+03;48.405056
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 10:57:15.714699+03;47.83093
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 10:58:20.341603+03;47.109943
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 10:59:15.902937+03;47.67071
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:00:13.469145+03;46.98978
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:01:17.842553+03;47.029835
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:02:31.141255+03;46.01511
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:03:22.203104+03;45.948353
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:04:24.216878+03;46.00176
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:05:21.341823+03;46.188683
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:08:17.184795+03;47.16335
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:11:13.58731+03;48.485165
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:12:15.681625+03;48.138023
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:19:15.365233+03;47.190056
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:23:13.772833+03;47.203407
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:24:28.155665+03;46.3489
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:25:15.552638+03;46.02846
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:26:21.584377+03;45.641266
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:27:09.054468+03;45.68132
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:28:26.450509+03;45.961704
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:29:17.421748+03;45.82819
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:30:21.640223+03;45.9083
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:31:11.98767+03;46.00176
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:32:15.375186+03;46.00176
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:33:21.80117+03;45.854893
ЭЛОУ-АВТ-6 ;AVT6:FQIR0025.F;Расход фр.85-120 C с установки АВТ-6;Массовый расход;т/ч;2022-10-03 11:34:26.969604+03;45.935
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:36:04.763921+03;3.7368867
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:38:47.680435+03;3.7404633
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:40:35.253598+03;3.7457085
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:41:39.089879+03;3.7514305
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:43:33.617995+03;3.7564373
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:44:35.166234+03;3.7607288
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:47:32.214242+03;3.7571526
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:49:36.094876+03;3.7519073
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:50:47.182933+03;3.748808
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:52:36.171782+03;3.748808
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:55:37.152088+03;3.7538147
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:56:32.144506+03;3.7559605
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 11:58:39.379093+03;3.755722
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:00:33.952387+03;3.7514305
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:02:39.110206+03;3.7411785
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:04:40.010168+03;3.7368867
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:07:37.319596+03;3.7390327
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:09:33.8926+03;3.741417
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:10:32.849173+03;3.74094
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:12:46.750413+03;3.7368867
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:15:33.073221+03;3.7356946
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:17:49.313463+03;3.7342641
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:20:51.156695+03;3.72735
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:23:32.673551+03;3.7306879
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:24:49.713964+03;3.731403
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:27:37.852827+03;3.7321184
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:28:32.106262+03;3.7373636
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:29:48.713225+03;3.7423706
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:33:36.085281+03;3.7464237
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:34:34.485408+03;3.7411785
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:34:50.601713+03;3.7361715
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:38:36.575601+03;3.7423706
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:39:52.636334+03;3.7485695
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:41:44.264609+03;3.7519073
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-02 12:44:39.45431+03;3.755722
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 10:54:03.657574+03;3.8327324
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 10:55:13.998424+03;3.8274872
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 10:56:59.353228+03;3.8224804
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 10:58:15.117548+03;3.8172352
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:00:10.005372+03;3.8198578
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:02:28.147928+03;3.82558
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:03:59.392722+03;3.8305867
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:05:05.70615+03;3.8246262
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:08:07.756666+03;3.823434
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:11:08.072914+03;3.8184273
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:12:18.470922+03;3.823434
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:20:03.516126+03;3.8179505
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:23:07.377433+03;3.8155663
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:24:24.891762+03;3.8103209
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:26:04.269351+03;3.8112745
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:27:03.096195+03;3.81652
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:29:07.183982+03;3.814851
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:31:12.910876+03;3.817712
ЭЛОУ-АВТ-6 ;AVT6:PIRAH0803.P;Давление бензиновых паров верха К-1;Давление;кгс/см2;2022-10-03 11:33:16.408928+03;3.8141358
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:34:48.164321+03;125.043396
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:36:46.410847+03;125.193596
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:38:40.095818+03;125.47731
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:41:39.023787+03;125.644226
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:42:47.251374+03;125.65257
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:45:38.07595+03;125.90291
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:48:32.488308+03;125.87788
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:49:37.853173+03;125.90291
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:51:37.672451+03;126.06146
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:53:40.389883+03;126.09484
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:55:53.883613+03;126.053116
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:57:52.451469+03;126.03642
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 11:59:50.076206+03;125.61085
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:01:46.760012+03;125.57747
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:03:33.110118+03;125.460625
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:05:49.461921+03;125.50235
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:07:55.704095+03;125.65257
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:09:44.580361+03;125.63588
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:12:34.870648+03;125.48566
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:13:49.868055+03;125.460625
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:15:51.614007+03;125.48566
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:18:35.514094+03;125.35214
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:20:32.480897+03;125.50235
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:23:35.297982+03;125.30208
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:24:56.317348+03;125.46897
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:26:43.854586+03;125.619194
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:28:49.648914+03;125.46897
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:30:47.534339+03;125.6025
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:32:41.096816+03;125.75271
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:34:51.331952+03;125.90291
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:36:51.752293+03;126.03642
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:38:40.183366+03;126.228355
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:40:39.957783+03;126.33683
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:42:44.642525+03;126.63724
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-02 12:45:34.948845+03;126.6289
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 10:54:06.649516+03;124.42588
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 10:56:11.986423+03;124.58443
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 10:58:07.806174+03;124.48429
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:00:13.708428+03;124.76802
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:02:30.197663+03;124.876495
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:04:17.934019+03;124.94325
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:07:58.72279+03;124.73464
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:11:12.802579+03;124.75133
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:12:14.390714+03;124.75133
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:19:14.209052+03;124.57608
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:23:07.3095+03;124.64284
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:25:04.125788+03;124.617805
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:27:16.01709+03;124.70961
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:29:15.521137+03;124.75133
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:31:01.52186+03;124.76802
ЭЛОУ-АВТ-6 ;AVT6:TIR0428.T;Температура бензина после Т12;Температура;°C;2022-10-03 11:33:24.572329+03;124.60111
