Установка;Имя тега;Описание тега;Измеряемы параметер;Ед. Изм.;Дата/Время значения тега;Значение тега
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-02 12:45:35.863925+03;10.493717
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 10:54:58.460293+03;10.430309
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 10:56:00.064135+03;10.433998
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 10:57:05.839211+03;10.426756
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 10:58:15.8875+03;10.444372
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:00:07.302527+03;10.445379
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:01:59.544221+03;10.431347
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:02:19.8407+03;10.431738
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:04:00.588944+03;10.437836
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:05:05.21914+03;10.437649
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:08:01.583705+03;10.437118
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:11:00.795486+03;10.360075
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:12:58.844813+03;10.36384
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:20:03.309178+03;10.361268
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:23:16.868732+03;10.365931
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:25:01.941686+03;10.366529
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:26:02.492422+03;10.361187
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:27:01.765682+03;10.355556
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:28:01.985949+03;10.363379
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:29:01.152297+03;10.371569
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:30:06.440777+03;11.0742445
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:31:03.169931+03;11.085905
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:31:59.140849+03;11.087125
ГОБКК ;GOBKK:AI017.Q;Содержание серы в легком бензине;МД серы;ppm;2022-10-03 11:33:12.664896+03;11.0865345
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:34:38.299962+03;19.977917
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:35:42.894932+03;20.010845
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:37:37.496252+03;20.055635
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:39:38.667572+03;19.943161
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:41:37.278418+03;20.030432
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:42:34.912703+03;19.992306
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:43:39.494574+03;19.996906
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:45:38.816724+03;20.054377
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:46:40.522335+03;19.980543
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:48:39.701018+03;20.09684
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:49:43.297814+03;20.005438
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:51:36.800864+03;20.017948
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:53:33.997851+03;20.154768
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:55:38.900622+03;19.962685
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:56:35.094457+03;19.95079
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:57:41.614112+03;20.089773
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 11:59:39.695777+03;19.959019
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:00:39.518489+03;19.888039
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:01:38.415013+03;19.88112
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:02:36.359052+03;20.057533
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:03:37.574365+03;19.930676
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:04:38.553475+03;19.96402
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:05:37.125545+03;20.01364
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:07:36.577691+03;19.87055
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:09:35.887834+03;19.881203
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:10:39.794583+03;20.049448
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:12:36.088539+03;19.965273
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:14:37.702074+03;19.991407
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:16:36.27904+03;20.157063
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:17:36.198339+03;19.994635
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:18:45.761465+03;20.002602
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:20:39.012229+03;20.16617
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:22:37.547167+03;20.008556
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:24:40.167967+03;20.057102
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:25:42.694734+03;19.953987
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:27:38.473893+03;20.101122
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:29:39.6799+03;20.015036
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:30:37.113919+03;20.072023
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:32:37.591351+03;20.150557
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:33:42.813531+03;20.02395
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:34:41.796719+03;19.97729
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:36:35.168419+03;20.057795
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:37:36.28003+03;20.057714
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:38:38.950118+03;20.009796
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:39:38.863416+03;20.158113
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:40:38.516405+03;19.987297
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:42:36.604236+03;20.101616
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:43:37.659598+03;19.964104
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:44:38.053105+03;19.950293
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-02 12:45:34.706154+03;20.005798
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 10:54:08.559789+03;20.005232
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 10:56:03.251262+03;19.968033
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 10:57:06.511581+03;19.993101
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 10:58:21.487266+03;19.979052
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 10:59:09.249356+03;19.976137
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:00:10.185116+03;20.00321
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:01:05.983175+03;20.081974
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:02:20.337131+03;19.869871
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:04:09.383761+03;19.962626
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:05:10.300039+03;20.053743
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:08:10.010189+03;19.997995
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:11:04.308478+03;20.047926
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:12:19.947894+03;19.849749
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:19:08.114644+03;19.824348
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:23:14.500413+03;19.967585
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:24:21.484607+03;19.908974
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:25:04.477001+03;20.001879
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:27:06.612275+03;19.911192
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:28:08.76815+03;20.021137
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:29:07.810709+03;19.852795
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:31:05.44967+03;20.063835
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:32:06.848612+03;19.977743
ГОБКК ;GOBKK:FI017.F;Тяжелый бензин к С-01. Расход;Объемный расход;м3/ч;2022-10-03 11:34:01.303808+03;19.997808
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:34:38.297317+03;37.64016
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:35:42.892509+03;37.38983
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:37:37.494996+03;37.276783
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:39:38.664671+03;37.625973
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:41:37.27518+03;37.454765
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:42:34.911282+03;37.386574
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:43:39.491002+03;37.14491
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:45:38.814327+03;37.002686
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:46:40.51919+03;37.364014
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:48:39.699267+03;37.310436
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:49:43.294768+03;37.02151
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:51:36.797413+03;37.4742
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:53:33.996077+03;37.462906
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:55:38.899258+03;37.272835
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:56:35.092226+03;37.231907
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:57:41.612334+03;37.171654
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 11:59:39.693472+03;37.157608
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:00:39.516144+03;37.240093
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:01:38.413136+03;37.61953
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:02:36.356931+03;37.653076
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:03:37.572745+03;37.079292
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:04:38.551684+03;37.623432
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:05:37.123749+03;37.61383
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:07:36.576181+03;37.632122
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:09:35.791127+03;37.125954
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:10:39.792717+03;37.49305
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:11:41.051609+03;37.500294
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:12:36.086037+03;37.460045
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:14:37.615968+03;37.47071
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:16:36.268179+03;37.25147
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:17:36.195693+03;37.551254
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:18:45.759744+03;37.34265
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:20:39.010159+03;37.56301
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:22:37.545489+03;37.262367
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:24:40.165226+03;37.63095
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:25:42.692103+03;37.77083
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:26:47.392117+03;37.746574
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:27:52.675227+03;37.850334
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:29:39.678122+03;37.80118
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:30:37.112608+03;37.40973
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:31:42.779176+03;37.7977
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:32:37.494877+03;37.492443
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:33:42.81054+03;37.83738
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:34:41.794945+03;37.69805
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:36:35.16561+03;37.66602
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:37:36.267535+03;37.847248
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:38:38.948497+03;37.5423
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:39:38.862156+03;37.909637
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:40:38.514974+03;37.81808
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:42:36.601734+03;37.423378
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:43:37.648052+03;37.77849
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:44:38.051397+03;37.780884
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-02 12:45:34.702435+03;37.77253
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 10:54:08.557805+03;36.949677
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 10:56:03.249209+03;36.819572
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 10:57:06.508881+03;36.749832
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 10:58:21.483816+03;36.740257
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 10:59:09.247909+03;36.866093
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:00:10.183223+03;36.61536
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:01:05.936585+03;36.917416
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:02:20.334406+03;36.836838
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:04:09.303899+03;36.901077
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:05:10.297727+03;36.872288
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:08:10.00899+03;36.410313
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:11:04.305654+03;36.709816
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:12:19.850998+03;36.708538
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:19:08.11152+03;36.741047
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:23:14.496688+03;36.502388
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:24:21.481133+03;36.592396
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:25:04.473852+03;36.306015
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:27:06.608334+03;36.556786
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:28:08.764976+03;36.52755
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:29:07.808655+03;36.57063
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:31:05.44827+03;36.34461
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:32:06.845351+03;36.63676
ГОБКК ;GOBKK:FI045.F;Легкий бензин с установки. Расход;Массовый расход;т/ч;2022-10-03 11:34:01.300963+03;36.582504
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-02 11:41:49.78233+03;10.364641
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-02 11:51:51.575461+03;10.363939
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-02 12:02:38.776963+03;10.3627405
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-02 12:11:49.390012+03;10.363805
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-02 12:21:49.601596+03;10.361531
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-02 12:32:50.260603+03;10.364713
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-02 12:43:50.102291+03;10.361665
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-03 10:54:14.98619+03;10.365627
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-03 11:01:12.00986+03;10.365363
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-03 11:11:12.453311+03;10.368409
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-03 11:23:14.711518+03;10.368717
ГОБКК ;GOBKK:PI046.P;Легкий бензин из С-01 к А-02. Давление;Давление;кгс/см2;2022-10-03 11:31:15.982278+03;10.366901
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:34:48.637098+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:36:35.640161+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:39:36.466033+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:40:35.995495+03;17.15542
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:43:36.919619+03;17.134562
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:45:33.464916+03;17.141518
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:46:42.519785+03;17.148472
ЭЛОУ-АВТ-6 ;AVT6:FIR0026A.F;Расход фр.62-105°С с установки;Объемный расход;м3/ч;2022-10-02 11:48:47.584861+03;17.141518
